0001;3;GX1709971Z;202608;E22;0001M2608TJ50;411100;0298811Y;20260806;0001M2608TJ50;EUR;D;115486;+;;ICF SUD EST MEDITERRANEE ;CYC;;0000000;20260806;;GX1709971Z;FAC;;20260905;;;;;Selon devis accepte le;CYAR20260807;;Facture;;B00000008J;
0001;3;GX1709971Z;202608;E22;0001M2608TJ50;704501;0298811Y;20260806;0001M2608TJ50;EUR;C;96238;+;445715;ICF SUD EST MEDITERRANEE ;CYC;;0000000;20260806;COL_2000ENC;;FAC;;20260905;;GX1709971Z;932;1;Selon devis accepte le;CYAR20260807;;Facture;;B00000008J;
0001;3;GX1709971Z;202608;E22;0001M2608TJ50;445715;0298811Y;20260806;0001M2608TJ50;EUR;C;19248;+;704501;ICF SUD EST MEDITERRANEE ;CYC;;0000000;20260806;COL_2000ENC;;FAC;;20260905;;GX1709971Z;;1;Selon devis accepte le;CYAR20260807;;Facture;;B00000008J;
0001;3;GX1730143X;202608;E22;0001M2608TJ51;411100;0117200K;20260806;0001M2608TJ51;EUR;D;2961964;+;;RESIDENCE MASSOT JULES;CYC;;0000000;20260806;;GX1730143X;ACT;;20260806;;;;;INT7163228;CYAR20260807;;Acompte;;B00000008J;
0001;3;GX1730143X;202608;E22;0001M2608TJ51;704501;0117200K;20260806;0001M2608TJ51;EUR;C;792857;+;445715;RESIDENCE MASSOT JULES;CYC;;0000000;20260806;COL_1000ENC;;ACT;;20260806;;GX1730143X;932;1;INT7163228;CYAR20260807;;Acompte;;B00000008J;
0001;3;GX1730143X;202608;E22;0001M2608TJ51;704501;0117200K;20260806;0001M2608TJ51;EUR;C;1980873;+;445715;RESIDENCE MASSOT JULES;CYC;;0000000;20260806;COL_0550ENC;;ACT;;20260806;;GX1730143X;932;1;INT7163228;CYAR20260807;;Acompte;;B00000008J;
0001;3;GX1730143X;202608;E22;0001M2608TJ51;445715;0117200K;20260806;0001M2608TJ51;EUR;C;108948;+;704501;RESIDENCE MASSOT JULES;CYC;;0000000;20260806;COL_0550ENC;;ACT;;20260806;;;;1;INT7163228;CYAR20260807;;Acompte;;B00000008J;
0001;3;GX1730143X;202608;E22;0001M2608TJ51;445715;0117200K;20260806;0001M2608TJ51;EUR;C;79286;+;704501;RESIDENCE MASSOT JULES;CYC;;0000000;20260806;COL_1000ENC;;ACT;;20260806;;;;1;INT7163228;CYAR20260807;;Acompte;;B00000008J;
0119;3;GX1683600G;202608;E23;0119O2608TY77;411150;0305698J;20260806;0119O2608TY77;EUR;D;798506;+;;ELECTRICITE DE FRANCE;CYC;;0000000;20260806;;GX1683600G;FAC;;20260905;;;;;8676 4220266614;CYAR20260807;;Facture;;B00000001B;
0119;3;GX1683600G;202608;E23;0119O2608TY77;704501;0305698J;20260806;0119O2608TY77;EUR;C;665422;+;445715;ELECTRICITE DE FRANCE;CYC;;0000000;20260806;COL_2000ENC;;FAC;;20260905;;GX1683600G;932;1;8676 4220266614;CYAR20260807;;Facture;;B00000001B;
0119;3;GX1683600G;202608;E23;0119O2608TY77;445715;0305698J;20260806;0119O2608TY77;EUR;C;133084;+;704501;ELECTRICITE DE FRANCE;CYC;;0000000;20260806;COL_2000ENC;;FAC;;20260905;;;;1;8676 4220266614;CYAR20260807;;Facture;;B00000001B;
0001;3;GX1755434L;202608;E22;0001C2608TJ56;411100;0605672L;20260806;0001C2608TJ56;EUR;D;6426;+;;MME Loana TOLOACA;CYC;;0000000;20260806;;GX1755434L;ACT;;20260806;;;;;;CYAR20260807;;Acompte;;B00000004E;
0001;3;GX1755434L;202608;E22;0001C2608TJ56;704501;0605672L;20260806;0001C2608TJ56;EUR;C;5842;+;445715;MME Loana TOLOACA;CYC;;0000000;20260806;COL_1000ENC;;ACT;;20260806;;GX1755434L;932;1;;CYAR20260807;;Acompte;;B00000004E;
0001;3;GX1755434L;202608;E22;0001C2608TJ56;445715;0605672L;20260806;0001C2608TJ56;EUR;C;584;+;704501;MME Loana TOLOACA;CYC;;0000000;20260806;COL_1000ENC;;ACT;;20260806;;;;1;;CYAR20260807;;Acompte;;B00000004E;
0001;3;GX1747186N;202608;E22;0001S2608TJ61;411100;0118167H;20260806;0001S2608TJ61;EUR;D;97667;+;;ORIL INDUSTRIE;CYC;;0000000;20260806;;GX1747186N;FAC;;20260930;;;;;PO26022215;CYAR20260807;;Facture;;B00000003D;
0001;3;GX1747186N;202608;E22;0001S2608TJ61;704501;0118167H;20260806;0001S2608TJ61;EUR;C;81389;+;445715;ORIL INDUSTRIE;CYC;;0000000;20260806;COL_2000ENC;;FAC;;20260930;;GX1747186N;932;1;PO26022215;CYAR20260807;;Facture;;B00000003D;
0001;3;GX1747186N;202608;E22;0001S2608TJ61;445715;0118167H;20260806;0001S2608TJ61;EUR;C;16278;+;704501;ORIL INDUSTRIE;CYC;;0000000;20260806;COL_2000ENC;;FAC;;20260930;;;;1;PO26022215;CYAR20260807;;Facture;;B00000003D;
0441;3;GX1761888W;202608;E22;0441M2608TDSV;411100;0582047B;20260806;0441M2608TDSV;EUR;D;19267;+;;M . ANDRADE DOS SANTOS CL;CYC;;0000000;20260806;;GX1761888W;ACT;;20260806;;;;;;CYAR20260807;;Acompte;;B00000008J;
0441;3;GX1761888W;202608;E22;0441M2608TDSV;704501;0582047B;20260806;0441M2608TDSV;EUR;C;17515;+;445715;M . ANDRADE DOS SANTOS CL;CYC;;0000000;20260806;COL_1000ENC;;ACT;;20260806;;GX1761888W;932;1;;CYAR20260807;;Acompte;;B00000008J;
