Application;Group Name;Job Name;Odate;Start Time;End Time;Run Time;Status;Description;Member Name;Task Type;Deleted;Rerun Counter;Cyclic;CONTROL-M Name;Table;Run as User;Hostname;Nodegroup;Order id;
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_CTL01_M;"January 31, 2026";"February 1, 2026 3:15:11 AM";"February 1, 2026 3:15:17 AM";;Ended OK;4VK:control aprés reboot serveurs: WDKADMP01;net statistics server;Command;No;1;No;CTMSRV;ADMADM_E11REB_12_M;svce_cm;wdkadmp01;A_W_ADM01;3l62k
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_M;"January 31, 2026";"February 1, 2026 3:00:00 AM";"February 1, 2026 3:15:19 AM";;Ended OK;AD MANAGER PLUS: Plan de maintenance du serveur WDKADMP01;;SMART Table;No;1;No;CTMSRV;ADMADM_E11REB_12_M;;ldkctmp50;;3l62f
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_MEL01_M;"January 31, 2026";"February 1, 2026 3:00:00 AM";"February 1, 2026 3:00:02 AM";;Ended OK;AD MANAGER PLUS : Notification Mail DEBUT reboot des serveurs WDKADMP01;Notification_Plan_Maintenance.ksh;Job;No;1;No;CTMSRV;ADMADM_E11REB_12_M;root;ldkctmp50;SRV_PRIMAIRE;3l62g
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_MEL02_M;"January 31, 2026";"February 1, 2026 3:15:17 AM";"February 1, 2026 3:15:18 AM";;Ended OK;4VK : Notification Mail FIN reboot des serveurs WDKADMP01;Notification_Plan_Maintenance.ksh;Job;No;1;No;CTMSRV;ADMADM_E11REB_12_M;root;ldkctmp50;SRV_PRIMAIRE;3l62h
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_REB01_M;"January 31, 2026";"February 1, 2026 3:00:02 AM";"February 1, 2026 3:00:07 AM";;Ended OK;4VK:Reboot serveurs: WDKADMP01;Reboot WDKADMP01;Command;No;1;No;CTMSRV;ADMADM_E11REB_12_M;svce_cm;wdkadmp01;A_W_ADM01;3l62i
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_WAI01_M;"January 31, 2026";"February 1, 2026 3:00:08 AM";"February 1, 2026 3:15:10 AM";;Ended OK;4VK : WAIT REBOOT WDKADMP01;WAIT REB WDKADMP01;Command;No;1;No;CTMSRV;ADMADM_E11REB_12_M;root;ldkctmp50;SRV_PRIMAIRE;3l62j
CEL-CELERIS;CELCEL_J11TRT_04_H;CELCEL_J11TRT_04_H;"January 31, 2026";"January 31, 2026 1:30:10 PM";"February 1, 2026 1:30:10 AM";;Ended OK;CELERIS : Traitement Maintenance Bdd;;SMART Table;No;1;No;CTMSRV;CELCEL_J11TRT_04_H;;ldkctmp50;;3l7de
CEL-CELERIS;CELCEL_J11TRT_04_H;CELCEL_J11TRT_04_WRK01_H;"January 31, 2026";"January 31, 2026 2:00:00 PM";"February 1, 2026 1:30:10 AM";;Ended OK;CELERIS : Traitement Maintenance Bdd;lance_Traitement_Interne.bat;Job;No;1;No;CTMSRV;CELCEL_J11TRT_04_H;svce_cm;wdkcelp12;A_W_CEL12;3l7df
CID-CONTRACTUAL INVO;CIDCID_F20TRT_04_H;CIDCID_F20TRT_04_H;"January 31, 2026";"January 31, 2026 1:30:09 PM";"January 31, 2026 3:04:12 PM";;Ended OK;Allegement PDF Facturation;;SMART Table;No;1;No;CTMSRV;CIDCID_F20TRT_04_H;;ldkctmp50;;3l6zg
CID-CONTRACTUAL INVO;CIDCID_F20TRT_04_H;CIDCID_F20TRT_04_WRK01_H;"January 31, 2026";"January 31, 2026 2:00:00 PM";"January 31, 2026 3:04:11 PM";;Ended OK;Allegement PDF Facturation;lance_Traitement_Interne.bat;Job;No;1;No;CTMSRV;CIDCID_F20TRT_04_H;svce_cm;wdkcidp12;A_W_CID12;3l6zh
CID-CONTRACTUAL INVO;CIDCID_K12SVG_03_H;CIDCID_K12SVG_03_NBU01_H;"January 31, 2026";"February 1, 2026 5:00:00 AM";"February 1, 2026 5:00:00 AM";;Ended OK;Sauvegarde Full NBU du serveur WDKCIDP01;NetbackupRemoteCtm_Full.ksh;Dummy;No;1;No;CTMSRV;CIDCID_K12SVG_03_H;root;;NOTEXIST;3l6om
CID-CONTRACTUAL INVO;CIDCID_K12SVG_03_H;CIDCID_K12SVG_03_NBU02_H;"January 31, 2026";"February 1, 2026 5:00:00 AM";"February 1, 2026 5:00:00 AM";;Ended OK;Sauvegarde Full NBU du serveur WDKCIDP02;NetbackupRemoteCtm_Full.ksh;Dummy;No;1;No;CTMSRV;CIDCID_K12SVG_03_H;root;;NOTEXIST;3l6on
CID-CONTRACTUAL INVO;CIDCID_K12SVG_03_H;CIDCID_K12SVG_03_NBU03_H;"January 31, 2026";"February 1, 2026 8:00:00 AM";"February 1, 2026 8:00:00 AM";;Ended OK;Sauvegarde Full NBU du serveur WDKCIDP03;NetbackupRemoteCtm_Full.ksh;Dummy;No;1;No;CTMSRV;CIDCID_K12SVG_03_H;root;;NOTEXIST;3l6oo
CID-CONTRACTUAL INVO;CIDECO_F11INT_05_Q;CIDECO_F11INT_05_LIM01_Q;"January 31, 2026";"February 1, 2026 12:00:00 AM";"February 1, 2026 12:00:00 AM";;Ended OK;limite horaire 00H00 CID si pb A00ON  ECO;W512_LIMITCID0200;Dummy;No;1;No;CTMSRV;CIDECO_F11INT_05_Q;root;;;3l57z
CID-CONTRACTUAL INVO;CIDEXT_F11GEN_06_Q;CIDEXT_F11GEN_06_Q;"January 31, 2026";"January 31, 2026 1:30:10 PM";"January 31, 2026 1:30:11 PM";;Ended OK;;;SMART Table;No;1;No;CTMSRV;CIDEXT_F11GEN_06_Q;;;;3l584
CID-CONTRACTUAL INVO;CIDOAP_F11GEN_06_Q;CIDOAP_F11GEN_06_Q;"January 31, 2026";"January 31, 2026 1:30:09 PM";"January 31, 2026 1:30:11 PM";;Ended OK;;;SMART Table;No;1;No;CTMSRV;CIDOAP_F11GEN_06_Q;;;;3l64q
CID-CONTRACTUAL INVO;CIDPEL_F11GEN_06_Q;CIDPEL_F11GEN_06_Q;"January 31, 2026";"January 31, 2026 1:30:10 PM";"January 31, 2026 1:30:11 PM";;Ended OK;;;SMART Table;No;1;No;CTMSRV;CIDPEL_F11GEN_06_Q;;;;3l70h
CID-CONTRACTUAL INVO;CIDSIC_F11GEN_06_Q;CIDSIC_F11GEN_06_Q;"January 31, 2026";"January 31, 2026 1:30:09 PM";"January 31, 2026 1:30:11 PM";;Ended OK;;;SMART Table;No;1;No;CTMSRV;CIDSIC_F11GEN_06_Q;;;;3l6es
CRT-CRT;CRTCRT_E21TEC_V1_Q;CRTCRT_E21TEC_V1_PUR01_Q;"January 31, 2026";"January 31, 2026 3:00:00 PM";"January 31, 2026 3:00:08 PM";;Ended OK;Purge des logs;PURGE_FICHIER.exe;Job;No;1;No;CTMSRV;CRTCRT_E21TEC_V1_Q;crtuser;wdkcrtv1p03;wdkcrtv1p03;3l6j4
CRT-CRT;CRTCRT_E21TEC_V1_Q;CRTCRT_E21TEC_V1_Q;"January 31, 2026";"January 31, 2026 1:30:09 PM";"January 31, 2026 3:00:09 PM";;Ended OK;Chaine de purge  des logs sur le serveur WDKMOSVP03;;SMART Table;No;1;No;CTMSRV;CRTCRT_E21TEC_V1_Q;;ldkctmp50;;3l6j3
CRT-CRT;CRTCRT_E21TEC_XX_Q;CRTCRT_E21TEC_XX_ARC01_Q;"January 31, 2026";"February 1, 2026 7:30:00 AM";"February 1, 2026 7:30:02 AM";;Wait for Event;Archivage des logs;Archivage_Logs_BridgeClient.bat;Job;No;19;Yes;CTMSRV;CRTCRT_E21TEC_XX_Q;crtuser;wdkcrttdp01;wdkcrttdp01;3l5id
CRT-CRT;CRTCRT_E21TEC_XX_Q;CRTCRT_E21TEC_XX_ARC01_Q;"January 31, 2026";"February 1, 2026 7:30:00 AM";"February 1, 2026 7:30:02 AM";;Wait for Event;Archivage des logs;Archivage_Logs_BridgeClient.bat;Job;No;19;Yes;CTMSRV;CRTCRT_E21TEC_XX_Q;crtuser;wdkcrttdp03;wdkcrttdp03;3l5if
CRT-CRT;CRTCRT_E21TEC_XX_Q;CRTCRT_E21TEC_XX_ARC01_Q;"January 31, 2026";"February 1, 2026 7:30:00 AM";"February 1, 2026 7:30:02 AM";;Wait for Event;Archivage des logs;Archivage_Logs_BridgeClient.bat;Job;No;19;Yes;CTMSRV;CRTCRT_E21TEC_XX_Q;crtuser;wdkcrttdp04;wdkcrttdp04;3l5ig
CRT-CRT;CRTCRT_E21TEC_XX_Q;CRTCRT_E21TEC_XX_ARC01_Q;"January 31, 2026";"February 1, 2026 7:30:00 AM";"February 1, 2026 7:30:02 AM";;Wait for Event;Archivage des logs;Archivage_Logs_BridgeClient.bat;Job;No;19;Yes;CTMSRV;CRTCRT_E21TEC_XX_Q;crtuser;wdkcrttdp05;wdkcrttdp05;3l5ih
CRT-CRT;CRTCRT_E21TEC_XX_Q;CRTCRT_E21TEC_XX_ARC01_Q;"January 31, 2026";"February 1, 2026 7:30:00 AM";"February 1, 2026 7:30:02 AM";;Wait for Event;Archivage des logs;Archivage_Logs_BridgeClient.bat;Job;No;19;Yes;CTMSRV;CRTCRT_E21TEC_XX_Q;crtuser;wdkcrttdp06;wdkcrttdp06;3l5ii
CRT-CRT;CRTCRT_E21TEC_XX_Q;CRTCRT_E21TEC_XX_ARC01_Q;"January 31, 2026";"February 1, 2026 7:30:00 AM";"February 1, 2026 7:30:02 AM";;Wait for Event;Archivage des logs;Archivage_Logs_BridgeClient.bat;Job;No;19;Yes;CTMSRV;CRTCRT_E21TEC_XX_Q;crtuser;wdkcrttgp01;wdkcrttgp01;3l5ik
CRT-CRT;CRTCRT_E21TEC_XX_Q;CRTCRT_E21TEC_XX_ARC01_Q;"January 31, 2026";"February 1, 2026 7:30:00 AM";"February 1, 2026 7:30:03 AM";;Wait for Event;Archivage des logs;Archivage_Logs_BridgeClient.bat;Job;No;19;Yes;CTMSRV;CRTCRT_E21TEC_XX_Q;crtuser;wdkcrttdp02;wdkcrttdp02;3l5ie
CRT-CRT;CRTCRT_E21TEC_XX_Q;CRTCRT_E21TEC_XX_ARC01_Q;"January 31, 2026";"February 1, 2026 7:30:00 AM";"February 1, 2026 7:30:05 AM";;Wait for Event;Archivage des logs;Archivage_Logs_BridgeClient.bat;Job;No;19;Yes;CTMSRV;CRTCRT_E21TEC_XX_Q;crtuser;wdkcrtcwp01;wdkcrtcwp01;3l5i9
CRT-CRT;CRTCRT_E21TEC_XX_Q;CRTCRT_E21TEC_XX_ARC01_Q;"January 31, 2026";"February 1, 2026 7:30:00 AM";"February 1, 2026 7:30:07 AM";;Wait for Event;Archivage des logs;Archivage_Logs_BridgeClient.bat;Job;No;19;Yes;CTMSRV;CRTCRT_E21TEC_XX_Q;crtuser;wdkcrtbcp03;wdkcrtbcp03;3l5i7
