411150;0253255E;D;467176.00;+
707000;;C;389313.00;+
445710;;C;77863.00;+
411150;0471474I;D;116121.00;+
707000;;C;96768.00;+
445710;;C;19353.00;+
411150;0471474I;D;296169.00;+
707000;;C;246808.00;+
445710;;C;49361.00;+
411150;0293145S;D;34746.00;+
707000;;C;28955.00;+
445710;;C;5791.00;+
411100;0009858X;D;1558940.00;+
706001;;C;249854.00;+
706001;;C;1144650.00;+
445715;;C;49971.00;+
445715;;C;114465.00;+
411100;0292517R;C;1447187.00;+
706001;;D;684175.00;+
706001;;D;521814.00;+
445710;;D;136835.00;+
445710;;D;104363.00;+
411100;0292517R;C;2028918.00;+
706001;;D;1322720.00;+
706001;;D;375838.00;+
706001;;D;7793.00;-
445710;;D;264544.00;+
445710;;D;75168.00;+
445710;;D;1559.00;-
411100;0008613H;D;201459.00;+
706001;;C;190956.00;+
445710;;C;10503.00;+
411150;0065898H;D;118015.00;+
707000;;C;98346.00;+
445710;;C;19669.00;+
411150;0065898H;D;172283.00;+
707000;;C;143569.00;+
445710;;C;28714.00;+
411150;0065898H;D;196972.00;+
707000;;C;164143.00;+
445710;;C;32829.00;+
411150;0065898H;D;275963.00;+
707000;;C;229969.00;+
445710;;C;45994.00;+
411150;0568916S;D;179171.00;+
707000;;C;149309.00;+
445710;;C;29862.00;+
411150;0568916S;D;205485.00;+
707000;;C;171238.00;+
445710;;C;34247.00;+
411150;0293145S;D;312265.00;+
707000;;C;260221.00;+
445710;;C;52044.00;+
411150;0293145S;D;108590.00;+
707000;;C;90491.00;+
445710;;C;18099.00;+
411150;0293145S;D;35303.00;+
707000;;C;29419.00;+
445710;;C;5884.00;+
411150;0065898H;D;1650314.00;+
707000;;C;1375261.00;+
445710;;C;275053.00;+
411150;0568916S;D;43106.00;+
707000;;C;35922.00;+
445710;;C;7184.00;+
411150;0568916S;D;43975.00;+
707000;;C;36646.00;+
445710;;C;7329.00;+
411150;0568916S;D;15406.00;+
707000;;C;12839.00;+
445710;;C;2567.00;+
411150;0105025R;D;250897.00;+
707000;;C;209081.00;+
445710;;C;41816.00;+
411150;0471474I;D;192522.00;+
707000;;C;160435.00;+
445710;;C;32087.00;+
411150;0471474I;D;375529.00;+
707000;;C;312941.00;+
445710;;C;62588.00;+
411150;0471474I;D;238890.00;+
707000;;C;199075.00;+
445710;;C;39815.00;+
411150;0471474I;D;347473.00;+
707000;;C;289561.00;+
445710;;C;57912.00;+
411150;0471474I;D;336652.00;+
707000;;C;280543.00;+
445710;;C;56109.00;+
411150;0471474I;D;66278.00;+
707000;;C;55232.00;+
445710;;C;11046.00;+
411150;0471474I;D;174257.00;+
707000;;C;145214.00;+
445710;;C;29043.00;+
411150;0471474I;D;66153.00;+
707000;;C;55127.00;+
445710;;C;11026.00;+
411150;0471474I;D;199600.00;+
707000;;C;166333.00;+
445710;;C;33267.00;+
411150;0471474I;D;280431.00;+
707000;;C;233692.00;+
445710;;C;46739.00;+
411150;0471474I;D;496353.00;+
707000;;C;413628.00;+
445710;;C;82725.00;+
411150;0471474I;D;134977.00;+
707000;;C;112481.00;+
445710;;C;22496.00;+
411150;0471474I;D;30883.00;+
707000;;C;25736.00;+
445710;;C;5147.00;+
411150;0471474I;D;2321.00;+
707000;;C;1934.00;+
445710;;C;387.00;+
411150;0471474I;D;228630.00;+
707000;;C;190525.00;+
445710;;C;38105.00;+
411150;0471474I;D;323663.00;+
707000;;C;269719.00;+
445710;;C;53944.00;+
411150;0471474I;D;245351.00;+
707000;;C;204459.00;+
