Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Société;Numéro pièce;Date pièce comptable;Compte local;Sous compte;Montant débit;Montant crédit;Centre finance;TF;Quantité;Type dépense;Type évènement;Type TVA;Devise;Date Arrêté comptable;Description ligne;Date création GDR;Fichier SRC technique;ID GDR;Line GDR
OAE011;Impossible de déterminer la nature d'activité (segment8);VCH01_SRC_ECRITURESGL_270726-160000;ORION;THO - VACHE Valorisation Heures MO;B00000002C - DRW REGION ILE DE FRANCE;0001;0000007836;27/07/2026;609990;0;11177.070000;0.000000;B00001295X;GL1755480N;162.010000;MAIN  D'OEUVRE AU THO;;;EUR;27/07/2026;GL1755480N;28/07/2026;VCH01_SRC_ECRITURESGL_270726-160000;590583;8609292
;;VCH01_SRC_ECRITURESGL_270726-160000;ORION;THO - VACHE Valorisation Heures MO;B00000002C - DRW REGION ILE DE FRANCE;0001;0000007836;27/07/2026;759990;0;0.000000;11177.070000;B00001295X;GK0001011Z;162.010000;;VENTE AU T.H.O.;;EUR;27/07/2026;GK0001011Z;28/07/2026;VCH01_SRC_ECRITURESGL_270726-160000;590583;8609293
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605603_D;26/08/2026;603210;0;649.530000;0.000000;B00002421B;GN0221734W;1513.000000;UC STOCKS DEBUT GAZ;;;;26/08/2026;STOCK - PDLS000383;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590614;8609771
;;PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605603_D;26/08/2026;322110;0;0.000000;649.530000;B00002421B;GN0221734W;0.000000;;;;;26/08/2026;STOCK - PDLS000383;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590614;8609772
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605603_F;28/07/2026;603210;0;0.000000;649.530000;B00002421B;GN0221734W;1513.000000;UC STOCKS FIN GAZ;;;;28/07/2026;STOCK - PDLS000383;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590613;8609769
;;PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605603_F;28/07/2026;322110;0;649.530000;0.000000;B00002421B;GN0221734W;0.000000;;;;;28/07/2026;STOCK - PDLS000383;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590613;8609770
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605659_D;26/08/2026;603210;0;1294.190000;0.000000;B00002421B;GN0320057B;1300.000000;UC STOCKS DEBUT FOD;;;;26/08/2026;STOCK - PDLS000940;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590616;8609775
;;PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605659_D;26/08/2026;322110;0;0.000000;1294.190000;B00002421B;GN0320057B;0.000000;;;;;26/08/2026;STOCK - PDLS000940;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590616;8609776
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605659_F;28/07/2026;603210;0;0.000000;1294.190000;B00002421B;GN0320057B;1300.000000;UC STOCKS FIN FOD;;;;28/07/2026;STOCK - PDLS000940;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590615;8609773
;;PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605659_F;28/07/2026;322110;0;1294.190000;0.000000;B00002421B;GN0320057B;0.000000;;;;;28/07/2026;STOCK - PDLS000940;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590615;8609774
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605684_D;26/08/2026;603210;0;4458.950000;0.000000;B00002422C;GN0665363V;4000.000000;UC STOCKS DEBUT FOD;;;;26/08/2026;STOCK - PDLS001111;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590620;8609783
;;PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605684_D;26/08/2026;322110;0;0.000000;4458.950000;B00002422C;GN0665363V;0.000000;;;;;26/08/2026;STOCK - PDLS001111;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590620;8609784
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605684_F;28/07/2026;603210;0;0.000000;4458.950000;B00002422C;GN0665363V;4000.000000;UC STOCKS FIN FOD;;;;28/07/2026;STOCK - PDLS001111;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590619;8609781
;;PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605684_F;28/07/2026;322110;0;4458.950000;0.000000;B00002422C;GN0665363V;0.000000;;;;;28/07/2026;STOCK - PDLS001111;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590619;8609782
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605715_D;26/08/2026;603210;0;4394.130000;0.000000;B00002416W;GN1247063S;3900.000000;UC STOCKS DEBUT FOD;;;;26/08/2026;STOCK - PDLS001356;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590626;8609795
;;PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605715_D;26/08/2026;322110;0;0.000000;4394.130000;B00002416W;GN1247063S;0.000000;;;;;26/08/2026;STOCK - PDLS001356;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590626;8609796
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605715_F;28/07/2026;603210;0;0.000000;4394.130000;B00002416W;GN1247063S;3900.000000;UC STOCKS FIN FOD;;;;28/07/2026;STOCK - PDLS001356;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590625;8609793
;;PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605715_F;28/07/2026;322110;0;4394.130000;0.000000;B00002416W;GN1247063S;0.000000;;;;;28/07/2026;STOCK - PDLS001356;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590625;8609794
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605717_D;26/08/2026;603210;0;2511.000000;0.000000;B00002416W;GN1247069Z;2000.000000;UC STOCKS DEBUT FOD;;;;26/08/2026;STOCK - PDLS001358;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590628;8609799
;;PRN01_SRC_ECRITURESGL_20260729-093357;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2605717_D;26/08/2026;322110;0;0.000000;2511.000000;B00002416W;GN1247069Z;0.000000;;;;;26/08/2026;STOCK - PDLS001358;29/07/2026;PRN01_SRC_ECRITURESGL_20260729-093357;590628;8609800
