Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Société;Numéro pièce;Date pièce comptable;Compte local;Sous compte;Montant débit;Montant crédit;Centre finance;TF;Quantité;Type dépense;Type évènement;Type TVA;Devise;Date Arrêté comptable;Description ligne;Date création GDR;Fichier SRC technique;ID GDR;Line GDR
OAE036;date de fin de validit� du projet ant�rieure � la date de fin de la periode de contrepassation de la pi�ce;CEL01_SRC_ECRITURESGL_290726-170113;CELERIS;CEL - CELERIS CAP;B00000007H - DEW REGION MEDITERRANEE;0001;02907000803;28/07/2026;606103;3000;2610.680000;0.000000;B00001353M;GL0228970T;0.000010;DEBOURS P1 ELECTRICITE;;YES;EUR;28/07/2026;CAP ELEC CELERIS;29/07/2026;CEL01_PIVOT_GL_ECRITURESGL_20260729-170423;590765;8610826
;;CEL01_SRC_ECRITURESGL_290726-170113;CELERIS;CEL - CELERIS CAP;B00000007H - DEW REGION MEDITERRANEE;0001;02907000803;28/07/2026;408150;3000;0.000000;3132.810000;B00001353M;GL0228970T;0.000010;;;;EUR;28/07/2026;CAP ELEC CELERIS;29/07/2026;CEL01_PIVOT_GL_ECRITURESGL_20260729-170423;590765;8610827
;;CEL01_SRC_ECRITURESGL_290726-170113;CELERIS;CEL - CELERIS CAP;B00000007H - DEW REGION MEDITERRANEE;0001;02907000803;28/07/2026;445860;0;522.130000;0.000000;B00001353M;GL0228970T;0.000010;;;YES;EUR;28/07/2026;CAP ELEC CELERIS;29/07/2026;CEL01_PIVOT_GL_ECRITURESGL_20260729-170423;590765;8610828
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_290726-171628;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00729024578;28/07/2026;418150;0913;796.350000;0.000000;B00001295X;GL0023474A;0.000010;;;;EUR;28/07/2026;P.A.R. GL0023474A;29/07/2026;FAC02_PIVOT_GL_ECRITURESGL_20260729-171809;590768;8610834
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_290726-171628;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00729024578;28/07/2026;762800;0913;0.000000;375.970000;B00001295X;GL0023474A;0.000010;;PRODUITS DE FINANCEMENT P5;YES;EUR;28/07/2026;P.A.R. GL0023474A;29/07/2026;FAC02_PIVOT_GL_ECRITURESGL_20260729-171809;590768;8610835
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_290726-171628;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00729024578;28/07/2026;706001;0913;0.000000;351.970000;B00001295X;GL0023474A;0.000010;;VENTE P2;YES;EUR;28/07/2026;P.A.R. GL0023474A;29/07/2026;FAC02_PIVOT_GL_ECRITURESGL_20260729-171809;590768;8610836
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_290726-171628;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00729024578;28/07/2026;706001;0913;0.000000;81.960000;B00001295X;GL0023474A;0.000010;;VENTE P3 TRANSPARENT;YES;EUR;28/07/2026;P.A.R. GL0023474A;29/07/2026;FAC02_PIVOT_GL_ECRITURESGL_20260729-171809;590768;8610837
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_290726-171628;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00729024578;28/07/2026;706001;0913;55.070000;0.000000;B00001295X;GL0023474A;0.000010;;VENTE P1;YES;EUR;28/07/2026;P.A.R. GL0023474A;29/07/2026;FAC02_PIVOT_GL_ECRITURESGL_20260729-171809;590768;8610838
;;FAC02_SRC_ECRITURESGL_290726-171628;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00729024578;28/07/2026;445870;0;3.030000;0.000000;B00001295X;GL0023474A;0.000010;;;YES;EUR;28/07/2026;P.A.R. GL0023474A;29/07/2026;FAC02_PIVOT_GL_ECRITURESGL_20260729-171809;590768;8610839
;;FAC02_SRC_ECRITURESGL_290726-171628;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00729024578;28/07/2026;445870;0;0.000000;23.870000;B00001295X;GL0023474A;0.000010;;;YES;EUR;28/07/2026;P.A.R. GL0023474A;29/07/2026;FAC02_PIVOT_GL_ECRITURESGL_20260729-171809;590768;8610840
