0688;3;GN1202140T;202608;E23;60817000001;411150;0467774N;20260817;0688K2608AUUF;EUR;D;15196;+;;PS626806;SVD;;0000000;20260630;;GN1202140T;;;20260817;;;;;;AUAR20260818;;Facture;EFT;B00000001B
0688;3;GN1202140T;202608;E23;60817000001;707000;;20260817;0688K2608AUUF;EUR;C;12663;+;;PS626806 500;SVD;;0000000;20260630;COL_2000DEB;;500;;20260817;;GN1202140T;;;;AUAR20260818;UC VENTES GAZ;Facture;EFT;B00000001B
0688;3;GN1202140T;202608;E23;60817000001;445710;;20260817;0688K2608AUUF;EUR;C;2533;+;;PS626806 500;SVD;;0000000;20260630;COL_2000DEB;;500;;20260817;;;;;;AUAR20260818;;Facture;EFT;B00000001B
0688;3;GN1202165X;202608;E23;60817000002;411150;0467774N;20260817;0688K2608AUUH;EUR;D;10699;+;;PS626881;SVD;;0000000;20260630;;GN1202165X;;;20260817;;;;;;AUAR20260818;;Facture;EFT;B00000001B
0688;3;GN1202165X;202608;E23;60817000002;707000;;20260817;0688K2608AUUH;EUR;C;8916;+;;PS626881 500;SVD;;0000000;20260630;COL_2000DEB;;500;;20260817;;GN1202165X;;;;AUAR20260818;UC VENTES GAZ;Facture;EFT;B00000001B
0688;3;GN1202165X;202608;E23;60817000002;445710;;20260817;0688K2608AUUH;EUR;C;1783;+;;PS626881 500;SVD;;0000000;20260630;COL_2000DEB;;500;;20260817;;;;;;AUAR20260818;;Facture;EFT;B00000001B
0688;3;GN1202169B;202608;E23;60817000003;411150;0467774N;20260817;0688K2608AUUK;EUR;D;7472;+;;PS626893;SVD;;0000000;20260630;;GN1202169B;;;20260817;;;;;;AUAR20260818;;Facture;EFT;B00000001B
0688;3;GN1202169B;202608;E23;60817000003;707000;;20260817;0688K2608AUUK;EUR;C;6227;+;;PS626893 500;SVD;;0000000;20260630;COL_2000DEB;;500;;20260817;;GN1202169B;;;;AUAR20260818;UC VENTES GAZ;Facture;EFT;B00000001B
0688;3;GN1202169B;202608;E23;60817000003;445710;;20260817;0688K2608AUUK;EUR;C;1245;+;;PS626893 500;SVD;;0000000;20260630;COL_2000DEB;;500;;20260817;;;;;;AUAR20260818;;Facture;EFT;B00000001B
0688;3;GN1316094L;202608;E23;60817000004;411150;0472986A;20260817;0688K2608AVVN;EUR;D;58121;+;;PS656068;SVD;;0000000;20260731;;GN1316094L;;;20260817;;;;;;AUAR20260818;;Facture;EFT;B00000001B
0688;3;GN1316094L;202608;E23;60817000004;707000;;20260817;0688K2608AVVN;EUR;C;48434;+;;PS656068 500;SVD;;0000000;20260731;COL_2000DEB;;500;;20260817;;GN1316094L;;;;AUAR20260818;UC VENTES GAZ;Facture;EFT;B00000001B
