true;0001;0688K2608AUUF;12570804
true;0001;0688K2608AUUH;12570805
true;0001;0688K2608AUUK;12570806
true;0001;0688K2608AVVN;12570807
true;0001;0688K2608AUSF;12570808
true;0001;0688K2608AUQC;12570809
true;0001;0688K2608AUPY;12570810
true;0001;0688K2608AVSG;12570811
true;0001;0688K2608AVSL;12570812
true;0001;0688K2608AUSQ;12570813
true;0001;0688K2608AVZP;12570814
true;0001;0688K2608AVUC;12570815
true;0001;0688K2608AWCE;12570816
true;0001;0688K2608AWSE;12570817
true;0691;0688K2608AUWW;12570818
true;0691;0688K2608AUWX;12570819
true;0691;0688K2608AUWY;12570820
true;0691;0688K2608AUWU;12570821
true;0691;0688K2608AUWT;12570822
true;0691;0688K2608AUWV;12570823
true;0001;0688K2608AWTQ;12570824
true;0001;0688K2608AWTT;12570825
true;0001;0688K2608AWRV;12570826
true;0001;0688K2608AWSB;12570827
true;0001;0688K2608AVSA;12570828
true;0001;0688K2608AVRK;12570829
true;0001;0688K2608AVRM;12570830
true;0001;0688K2608AVRR;12570831
true;0001;0688K2608AVSJ;12570832
true;0001;0688K2608AVCT;12570833
true;0001;0688K2608AVCZ;12570834
true;0001;0688K2608AVWM;12570835
true;0001;0688K2608AVVF;12570836
true;0001;0688K2608AWJU;12570837
true;0001;0688K2608AWJQ;12570838
true;0691;0688K2608AUZB;12570839
true;0001;0688K2608AWJL;12570840
true;0001;0688K2608AVLP;12570841
true;0001;0688K2608AVPG;12570842
true;0001;0688K2608AVQA;12570843
true;0001;0688K2608AVLW;12570844
true;0001;0688K2608AVQG;12570845
true;0001;0688K2608AVDQ;12570846
true;0001;0688K2608AVDV;12570847
true;0001;0688K2608AVCL;12570848
true;0001;0688K2608AWAT;12570849
true;0001;0688K2608AVTR;12570850
true;0001;0688K2608AVTP;12570851
true;0001;0688K2608AVLQ;12570852
true;0001;0688K2608AVVV;12570853
true;0001;0688K2608AUYW;12570854
true;0001;0688K2608AUYV;12570855
true;0001;0688K2608AUYP;12570856
true;0001;0688K2608AUYN;12570857
true;0001;0688K2608AWQW;12570858
true;0001;0688K2608AWUP;12570859
true;0001;0688K2608AWRU;12570860
true;0001;0688K2608AWUA;12570861
true;0001;0688K2608AWUC;12570862
true;0001;0688K2608AUZH;12570863
true;0001;0688K2608AVBC;12570864
true;0001;0688K2608AWKA;12570865
true;0001;0688K2608AWLD;12570866
true;0001;0688K2608AWKH;12570867
true;0001;0688K2608AWLH;12570868
true;0001;0688K2608AWKD;12570869
true;0001;0688K2608AUQP;12570870
true;0001;0688K2608AUQU;12570871
true;0001;0688K2608AUQY;12570872
true;0001;0688K2608AUQS;12570873
true;0001;0688K2608AUQW;12570874
true;0001;0688K2608AUQT;12570875
true;0001;0688K2608AVVQ;12570876
true;0001;0688K2608AVVS;12570877
true;0001;0688K2608AVUU;12570878
true;0001;0688K2608AVMK;12570879
true;0001;0688K2608AVMP;12570880
true;0001;0688K2608AVMW;12570881
true;0001;0688K2608AVNA;12570882
true;0001;0688K2608AVNT;12570883
true;0001;0688K2608AVNP;12570884
true;0001;0688K2608AVNW;12570885
true;0001;0688K2608AVRE;12570886
true;0001;0688K2608AVET;12570887
true;0001;0688K2608AVNU;12570888
true;0001;0688K2608AVPV;12570889
true;0001;0688K2608AVTJ;12570890
true;0001;0688K2608AVQC;12570891
true;0001;0688K2608AWNT;12570892
true;0001;0688K2608AWFL;12570893
true;0001;0688K2608AWFK;12570894
true;0001;0688K2608AWNX;12570895
true;0001;0688K2608AWNZ;12570896
true;0001;0688K2608AWPA;12570897
true;0001;0688K2608AWNS;12570898
true;0001;0688K2608AWNN;12570899
true;0001;0688K2608AURR;12570900
true;0001;0688K2608AVSR;12570901
true;0001;0688K2608AVYY;12570902
true;0001;0688K2608AVXE;12570903
true;0001;0688K2608AWNW;12570904
true;0001;0688K2608AURX;12570905
true;0691;0688K2608AUSL;12570906
true;0001;0688K2608AVWY;12570907
true;0001;0688K2608AWFC;12570908
true;0001;0688K2608AWRP;12570909
true;0001;0688K2608AWUK;12570910
true;0001;0688K2608AVYP;12570911
true;0001;0688K2608AVYU;12570912
true;0001;0688K2608AVCH;12570913
true;0001;0688K2608AVVD;12570914
true;0001;0688K2608AWPU;12570915
true;0001;0688K2608AVRB;12570916
true;0001;0688K2608AVQS;12570917
true;0001;0688K2608AWTX;12570918
true;0001;0688K2608AWPT;12570919
true;0001;0688K2608AVEN;12570920
true;0001;0688K2608AVBE;12570921
true;0001;0688K2608AUWL;12570922
true;0001;0688K2608AUXQ;12570923
true;0001;0688K2608AUXR;12570924
true;0001;0688K2608AWDD;12570925
