411150;0253255E;D;34521.00;+
707000;;C;28768.00;+
445710;;C;5753.00;+
411150;0253255E;D;16666.00;+
707000;;C;13888.00;+
445710;;C;2778.00;+
411150;0253255E;D;68400.00;+
707000;;C;57000.00;+
445710;;C;11400.00;+
411150;0253255E;D;8020.00;+
707000;;C;6683.00;+
445710;;C;1337.00;+
411150;0471474I;D;173647.00;+
707000;;C;144706.00;+
445710;;C;28941.00;+
411150;0471474I;D;40992.00;+
707000;;C;34160.00;+
445710;;C;6832.00;+
411150;0471474I;D;4764.00;+
707000;;C;3970.00;+
445710;;C;794.00;+
411150;0293145S;D;288001.00;+
707000;;C;240001.00;+
445710;;C;48000.00;+
411150;0498076K;D;72370.00;+
707000;;C;60308.00;+
445710;;C;12062.00;+
411150;0568916S;D;43651.00;+
707000;;C;36376.00;+
445710;;C;7275.00;+
411150;0568916S;D;57619.00;+
707000;;C;48016.00;+
445710;;C;9603.00;+
411150;0568916S;D;2497.00;+
707000;;C;2081.00;+
445710;;C;416.00;+
411150;0568916S;D;12998.00;+
707000;;C;10832.00;+
445710;;C;2166.00;+
411150;0471474I;D;59016.00;+
707000;;C;49180.00;+
445710;;C;9836.00;+
411150;0568916S;D;16100.00;+
707000;;C;13417.00;+
445710;;C;2683.00;+
411150;0568916S;D;8261.00;+
707000;;C;6884.00;+
445710;;C;1377.00;+
411150;0568916S;D;5170.00;+
707000;;C;4308.00;+
445710;;C;862.00;+
411150;0065898H;D;5030.00;+
707000;;C;4192.00;+
445710;;C;838.00;+
411150;0065898H;D;22152.00;+
707000;;C;18460.00;+
445710;;C;3692.00;+
411150;0065898H;D;44761.00;+
707000;;C;37301.00;+
445710;;C;7460.00;+
411150;0065898H;D;47910.00;+
707000;;C;39925.00;+
445710;;C;7985.00;+
411150;0065898H;D;93257.00;+
707000;;C;77714.00;+
445710;;C;15543.00;+
411150;0065898H;D;71965.00;+
707000;;C;59971.00;+
445710;;C;11994.00;+
411150;0568916S;D;18490.00;+
707000;;C;15408.00;+
445710;;C;3082.00;+
411150;0568916S;D;4090.00;+
707000;;C;3408.00;+
445710;;C;682.00;+
411150;0549784A;D;620573.00;+
707000;;C;517144.00;+
445710;;C;103429.00;+
411150;0065898H;D;7088.00;+
707000;;C;5907.00;+
445710;;C;1181.00;+
411150;0065898H;D;10962.00;+
707000;;C;9135.00;+
445710;;C;1827.00;+
411150;0568916S;D;2513.00;+
707000;;C;2094.00;+
445710;;C;419.00;+
411150;0065898H;D;6307.00;+
707000;;C;5256.00;+
445710;;C;1051.00;+
411150;0065898H;D;2476.00;+
707000;;C;2063.00;+
445710;;C;413.00;+
411150;0467774N;D;12103.00;+
707000;;C;10086.00;+
445710;;C;2017.00;+
411150;0065898H;D;14283.00;+
707000;;C;11903.00;+
445710;;C;2380.00;+
411150;0568916S;D;34947.00;+
707000;;C;29123.00;+
445710;;C;5824.00;+
411150;0568916S;D;5338.00;+
707000;;C;4449.00;+
445710;;C;889.00;+
411150;0471474I;D;13134.00;+
707000;;C;10945.00;+
445710;;C;2189.00;+
411150;0568916S;D;296435.00;+
707000;;C;247029.00;+
445710;;C;49406.00;+
411150;0568916S;D;2453.00;+
707000;;C;2044.00;+
445710;;C;409.00;+
411150;0467774N;D;27714.00;+
707000;;C;23095.00;+
445710;;C;4619.00;+
411150;0568916S;D;10201.00;+
707000;;C;8501.00;+
445710;;C;1700.00;+
411150;0568916S;D;4459.00;+
707000;;C;3716.00;+
445710;;C;743.00;+
411150;0472986A;D;49844.00;+
707000;;C;41537.00;+
445710;;C;8307.00;+
411150;0568916S;D;6211.00;+
707000;;C;5176.00;+
445710;;C;1035.00;+
411150;0568916S;D;22397.00;+
707000;;C;18664.00;+
445710;;C;3733.00;+
411150;0412987D;D;22365.00;+
707000;;C;22365.00;+
411150;0090035S;D;2289.00;+
707000;;C;1908.00;+
445710;;C;381.00;+
411150;0090035S;D;9985.00;+
707000;;C;8321.00;+
445710;;C;1664.00;+
411150;0293145S;D;17611.00;+
707000;;C;14676.00;+
445710;;C;2935.00;+
411150;0568916S;D;4946.00;+
707000;;C;4122.00;+
445710;;C;824.00;+
411150;0293145S;D;57363.00;+
707000;;C;47803.00;+
445710;;C;9560.00;+
411150;0293145S;D;35036.00;+
707000;;C;29197.00;+
445710;;C;5839.00;+
411150;0293145S;D;26588.00;+
707000;;C;22156.00;+
445710;;C;4432.00;+
411150;0293145S;D;10291.00;+
707000;;C;8576.00;+
445710;;C;1715.00;+
411150;0293145S;D;8374.00;+
707000;;C;6978.00;+
445710;;C;1396.00;+
411150;0568916S;D;116895.00;+
707000;;C;97412.00;+
445710;;C;19483.00;+
411150;0472986A;D;23314.00;+
707000;;C;19428.00;+
445710;;C;3886.00;+
411150;0472986A;D;161937.00;+
707000;;C;134948.00;+
445710;;C;26989.00;+
411150;0472986A;D;86347.00;+
707000;;C;71956.00;+
445710;;C;14391.00;+
411150;0472986A;D;84972.00;+
707000;;C;70810.00;+
445710;;C;14162.00;+
411150;0472986A;D;92504.00;+
707000;;C;77087.00;+
445710;;C;15417.00;+
411150;0472986A;D;60442.00;+
707000;;C;50369.00;+
445710;;C;10073.00;+
411150;0472986A;D;104611.00;+
707000;;C;87176.00;+
445710;;C;17435.00;+
411150;0472986A;D;16276.00;+
707000;;C;13563.00;+
445710;;C;2713.00;+
411150;0472986A;D;42191.00;+
707000;;C;35159.00;+
445710;;C;7032.00;+
411150;0472986A;D;102682.00;+
707000;;C;85568.00;+
445710;;C;17114.00;+
