0688K2608BTVT;0001;20,00;1
0688K2608BVEM;0001;20,00;1
0688K2608BVEP;0001;20,00;1
0688K2608BVER;0001;20,00;1
0688K2608BUMK;0001;20,00;1
0688K2608BUNR;0001;20,00;1
0688K2608BUMD;0001;20,00;1
0688K2608BUDA;0001;20,00;1
0688K2608BUEN;0001;20,00;1
0688K2608BUEQ;0001;20,00;1
0688K2608BUCU;0001;20,00;1
0688K2608BUCW;0001;20,00;1
0688K2608BUQR;0001;20,00;1
0688K2608BUUE;0001;20,00;1
0688K2608BUFK;0001;20,00;1
0688K2608BUZP;0001;20,00;1
0688K2608BUQN;0001;20,00;1
0688K2608BUUG;0001;20,00;1
0688K2608BUTW;0001;20,00;1
0688K2608BUTK;0001;20,00;1
0688K2608BVCT;0001;20,00;1
0688K2608BUHM;0001;20,00;1
0688K2608BUHR;0001;20,00;1
0688K2608BUCK;0001;20,00;1
0688K2608BUCN;0001;20,00;1
0688K2608BVHP;0001;20,00;1
0688K2608BTWC;0001;20,00;1
0688K2608BUTA;0001;20,00;1
0688K2608BURM;0001;20,00;1
0688K2608BURU;0001;20,00;1
0688K2608BURP;0001;20,00;1
0688K2608BUMF;0001;20,00;1
0688K2608BULW;0001;20,00;1
0688K2608BULZ;0001;20,00;1
0688K2608BUME;0001;20,00;1
0688K2608BUUA;0001;20,00;1
0688K2608BUQS;0001;20,00;1
0688K2608BURG;0001;20,00;1
0688K2608BUSJ;0001;20,00;1
0688K2608BUTB;0001;20,00;1
0688K2608BUPN;0001;20,00;1
0688K2608BVES;0001;20,00;1
0688K2608BVEN;0001;20,00;1
0688K2608BVEK;0001;20,00;1
0688K2608BVEH;0001;20,00;1
0688K2608BVEG;0001;20,00;1
0688K2608BVED;0001;20,00;1
0688K2608BTWN;0691;20,00;1
0688K2608BVAR;0001;20,00;1
0688K2608BUTX;0001;20,00;1
0688K2608BUTJ;0001;20,00;1
0688K2608BUPD;0001;20,00;1
0688K2608BVFA;0001;20,00;1
0688K2608BUGN;0001;20,00;1
0688K2608BUEG;0001;20,00;1
0688K2608BUFN;0001;20,00;1
0688K2608BUFR;0001;20,00;1
0688K2608BVGB;0001;20,00;1
0688K2608BVGE;0001;20,00;1
