Application;Group Name;Job Name;Odate;Start Time;End Time;Run Time;Status;Description;Member Name;Task Type;Deleted;Rerun Counter;Cyclic;CONTROL-M Name;Table;Run as User;Hostname;Nodegroup;Order id;
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_CTL01_M;"June 6, 2026";"June 7, 2026 3:15:11 AM";"June 7, 2026 3:15:17 AM";;Ended OK;4VK:control aprés reboot serveurs: WDKADMP01;net statistics server;Command;No;1;No;CTMSRV;ADMADM_E11REB_12_M;svce_cm;wdkadmp01;A_W_ADM01;3tnx1
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_M;"June 6, 2026";"June 7, 2026 3:00:00 AM";"June 7, 2026 3:15:19 AM";;Ended OK;AD MANAGER PLUS: Plan de maintenance du serveur WDKADMP01;;SMART Table;No;1;No;CTMSRV;ADMADM_E11REB_12_M;;ldkctmp50;;3tnww
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_MEL01_M;"June 6, 2026";"June 7, 2026 3:00:00 AM";"June 7, 2026 3:00:02 AM";;Ended OK;AD MANAGER PLUS : Notification Mail DEBUT reboot des serveurs WDKADMP01;Notification_Plan_Maintenance.ksh;Job;No;1;No;CTMSRV;ADMADM_E11REB_12_M;root;ldkctmp50;SRV_PRIMAIRE;3tnwx
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_MEL02_M;"June 6, 2026";"June 7, 2026 3:15:18 AM";"June 7, 2026 3:15:18 AM";;Ended OK;4VK : Notification Mail FIN reboot des serveurs WDKADMP01;Notification_Plan_Maintenance.ksh;Job;No;1;No;CTMSRV;ADMADM_E11REB_12_M;root;ldkctmp50;SRV_PRIMAIRE;3tnwy
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_REB01_M;"June 6, 2026";"June 7, 2026 3:00:02 AM";"June 7, 2026 3:00:07 AM";;Ended OK;4VK:Reboot serveurs: WDKADMP01;Reboot WDKADMP01;Command;No;1;No;CTMSRV;ADMADM_E11REB_12_M;svce_cm;wdkadmp01;A_W_ADM01;3tnwz
4VK-AD MANAGER PLUS;ADMADM_E11REB_12_M;ADMADM_E11REB_12_WAI01_M;"June 6, 2026";"June 7, 2026 3:00:08 AM";"June 7, 2026 3:15:10 AM";;Ended OK;4VK : WAIT REBOOT WDKADMP01;WAIT REB WDKADMP01;Command;No;1;No;CTMSRV;ADMADM_E11REB_12_M;root;ldkctmp50;SRV_PRIMAIRE;3tnx0
CEL-CELERIS;CELCEL_J11TRT_04_H;CELCEL_J11TRT_04_H;"June 6, 2026";"June 6, 2026 1:30:11 PM";"June 6, 2026 7:08:37 PM";;Ended OK;CELERIS : Traitement Maintenance Bdd;;SMART Table;No;1;No;CTMSRV;CELCEL_J11TRT_04_H;;ldkctmp50;;3tp4f
CEL-CELERIS;CELCEL_J11TRT_04_H;CELCEL_J11TRT_04_WRK01_H;"June 6, 2026";"June 6, 2026 2:00:00 PM";"June 6, 2026 7:08:36 PM";;Ended OK;CELERIS : Traitement Maintenance Bdd;lance_Traitement_Interne.bat;Job;No;1;No;CTMSRV;CELCEL_J11TRT_04_H;svce_cm;wdkcelp12;A_W_CEL12;3tp4g
CID-CONTRACTUAL INVO;CIDCID_F20TRT_04_H;CIDCID_F20TRT_04_H;"June 6, 2026";"June 6, 2026 1:30:11 PM";"June 6, 2026 5:49:29 PM";;Ended OK;Allegement PDF Facturation;;SMART Table;No;1;No;CTMSRV;CIDCID_F20TRT_04_H;;ldkctmp50;;3torq
CID-CONTRACTUAL INVO;CIDCID_F20TRT_04_H;CIDCID_F20TRT_04_WRK01_H;"June 6, 2026";"June 6, 2026 2:00:00 PM";"June 6, 2026 5:49:28 PM";;Ended OK;Allegement PDF Facturation;lance_Traitement_Interne.bat;Job;No;1;No;CTMSRV;CIDCID_F20TRT_04_H;svce_cm;wdkcidp12;A_W_CID12;3torr
